,company,weight,OS,ram,processor,processor_speed,screen_size,screen_type,touch_screen,price,height_resolution,width_resolution
1519,Dell,1.84,Windows,8.0,Intel Core i3,1200.0,15.6,LCD,0.0,2387.0,1920.0,1080.0
1520,Lenovo,1.21,Windows,16.0,Intel Core i7,2400.0,14.0,LCD,0.0,7388.0,1920.0,1200.0
1521,Asus,1.7,Windows,8.0,Intel Core i5,3300.0,15.6,LCD,0.0,2090.0,1920.0,1080.0
1522,HP,1.78,Windows,4.0,AMD A4,2300.0,15.6,LED,0.0,1750.0,1366.0,768.0
1523,HP,1.47,Windows,8.0,Intel Core i5,2400.0,14.0,LCD,0.0,2189.0,1920.0,1080.0
1524,HP,1.69,Windows,8.0,Intel Core i5,3300.0,15.6,LCD,0.0,1949.0,1920.0,1080.0
1525,Lenovo,1.65,Windows,32.0,Intel Core i7,2700.0,16.0,IPS,1.0,7126.0,2560.0,1600.0
1526,Lenovo,1.38,Windows,8.0,Intel Core i5,1600.0,13.3,IPS,0.0,3650.0,1920.0,1080.0
1527,Dell,1.69,Windows,16.0,Intel Core i7,2800.0,15.6,LCD,0.0,3544.0,1920.0,1080.0
1530,HP,1.32,Windows,8.0,Intel Core i5,2400.0,13.3,OLED,1.0,4450.0,1920.0,1080.0
1532,HP,1.74,Windows,8.0,Intel Core i7,2800.0,15.6,IPS,0.0,3347.0,1920.0,1080.0
1533,Lenovo,1.64,Windows,16.0,Intel Core i7,3500.0,14.0,IPS,0.0,4889.0,1920.0,1080.0
1534,Lenovo,2.49,Windows,32.0,AMD Ryzen 7,3200.0,16.0,IPS,0.0,8831.0,2560.0,1600.0
1535,Lenovo,1.39,Windows,16.0,Intel Core i7,2800.0,13.3,IPS,0.0,4450.0,1920.0,1080.0
1536,Asus,1.8,Windows,16.0,Intel Core i5,2400.0,15.6,OLED,0.0,2949.0,1920.0,1080.0
1537,Asus,1.4,Windows,8.0,Intel Core i5,2400.0,14.0,LCD,0.0,3389.0,1920.0,1080.0
1538,Dell,2.51,Windows,16.0,Intel Core i7,3500.0,15.6,LCD,0.0,5232.0,1920.0,1080.0
1539,Dell,1.69,Windows,8.0,Intel Core i7,2800.0,15.6,LCD,0.0,3290.0,1920.0,1080.0
1540,Dell,1.65,Windows,8.0,Intel Core i5,3200.0,15.6,LCD,0.0,3408.0,1920.0,1080.0
1541,Dell,1.2,Windows,16.0,Intel Core i7,2800.0,13.4,LCD,1.0,10900.0,3840.0,2400.0
1543,Lenovo,1.8,Windows,8.0,Intel Core i3,3000.0,15.6,IPS,1.0,2547.0,1920.0,1080.0
1544,Lenovo,1.81,Windows,32.0,Intel Core i7,2400.0,16.0,IPS,0.0,12200.0,2560.0,1600.0
1546,Lenovo,1.4,Windows,16.0,Intel Core i7,2400.0,14.0,OLED,1.0,6788.0,3840.0,2400.0
1547,Dell,1.69,Windows,8.0,Intel Core i5,1000.0,15.6,LCD,0.0,2354.0,1920.0,1080.0
1548,Asus,1.9,Windows,32.0,AMD Ryzen 9,3000.0,15.6,LCD,0.0,10989.0,2560.0,1440.0
1549,Dell,2.05,Windows,32.0,Intel Core i7,3500.0,15.6,OLED,1.0,11732.0,3456.0,2160.0
1550,Asus,1.8,Windows,8.0,Intel Core i5,2400.0,15.6,LCD,0.0,2490.0,1920.0,1080.0
1551,Acer,2.7,Windows,16.0,AMD Ryzen 7,3200.0,17.3,LED,0.0,4990.0,1920.0,1080.0
1553,Asus,1.8,Windows,8.0,Intel Core i5,2400.0,15.6,OLED,0.0,2699.0,1920.0,1080.0
1554,Dell,1.69,Windows,8.0,Intel Core i5,2400.0,15.6,LCD,0.0,2401.0,1920.0,1080.0
1556,Lenovo,2.4,Windows,16.0,Intel Core i5,2700.0,15.6,IPS,0.0,5198.0,1920.0,1080.0
1557,Lenovo,1.5,Windows,8.0,Intel Core i5,2400.0,14.0,IPS,0.0,2389.0,1920.0,1080.0
1558,Dell,1.22,Windows,16.0,Intel Core i5,1600.0,13.3,LCD,0.0,5190.0,1920.0,1080.0
1559,HP,1.79,Windows,32.0,Intel Core i7,2500.0,15.6,IPS,0.0,8800.0,1920.0,1080.0
1560,Dell,1.26,Windows,32.0,Intel Core i7,2400.0,13.4,LCD,1.0,10887.0,3840.0,2400.0
1561,HP,1.78,Windows,16.0,Intel Core i7,1800.0,15.6,LED,1.0,3890.0,1920.0,1080.0
1562,HP,1.51,Windows,16.0,Intel Core i5,3300.0,14.0,LCD,1.0,3097.0,1920.0,1080.0
1564,Lenovo,1.45,Windows,16.0,AMD Ryzen 7,3200.0,14.5,IPS,1.0,6215.0,3072.0,1920.0
1565,Dell,1.57,Windows,8.0,Intel Core i5,3100.0,15.6,LED,0.0,2898.0,1920.0,1080.0
1566,Lenovo,1.38,Windows,32.0,Intel Core i7,2400.0,14.0,IPS,1.0,10718.0,1920.0,1200.0
1568,Asus,1.3,Windows,16.0,Intel Core i5,2400.0,13.3,LCD,1.0,4690.0,1920.0,1080.0
1569,HP,1.59,Windows,8.0,Intel Core i7,1800.0,14.0,IPS,0.0,4499.0,1920.0,1080.0
1570,Asus,1.8,Windows,16.0,Intel Core i7,2800.0,15.6,LCD,0.0,3640.0,1920.0,1080.0
1571,Dell,1.69,Windows,16.0,Intel Core i5,2400.0,15.6,LCD,0.0,3300.0,1920.0,1080.0
1572,HP,1.65,Windows,32.0,Intel Core i7,2300.0,16.1,IPS,0.0,10999.0,2560.0,1440.0
1573,Asus,2.0,Windows,16.0,Intel Core i7,3300.0,15.6,LCD,0.0,4597.0,1920.0,1080.0
1574,Lenovo,2.4,Windows,16.0,Intel Core i7,3500.0,15.6,IPS,0.0,6230.0,2560.0,1440.0
1576,Lenovo,2.2,Windows,4.0,Intel Pentium Gold,2000.0,15.6,IPS,0.0,1658.0,1920.0,1080.0
1577,Lenovo,1.65,Windows,4.0,Intel Celeron,1100.0,10.3,IPS,1.0,1952.0,1920.0,1200.0
1578,Lenovo,3.49,Windows,32.0,Intel Core i7,2600.0,17.3,IPS,0.0,12947.0,1920.0,1080.0
1581,Dell,1.27,Windows,16.0,Intel Core i7,2800.0,13.4,LCD,1.0,11000.0,1920.0,1080.0
1582,HP,1.69,Windows,16.0,AMD Ryzen 7,1800.0,15.6,IPS,0.0,3074.0,1920.0,1080.0
1583,Lenovo,1.35,Windows,8.0,Intel Core i7,2400.0,14.0,IPS,1.0,6090.0,1920.0,1080.0
1584,HP,1.74,Windows,16.0,Intel Core i7,3500.0,15.6,IPS,0.0,4721.0,1920.0,1080.0
1585,HP,2.46,Windows,16.0,AMD Ryzen 5,3300.0,16.1,IPS,0.0,3990.0,1920.0,1080.0
1586,Dell,1.4,Windows,8.0,Intel Core i5,2400.0,14.0,LCD,0.0,3295.0,1920.0,1080.0
1587,Lenovo,1.26,Windows,16.0,Intel Core i7,2800.0,13.3,LCD,0.0,4690.0,1920.0,1200.0
1588,HP,1.38,Windows,8.0,Intel Core i5,2400.0,14.0,IPS,0.0,2790.0,1920.0,1080.0
1589,Dell,1.55,Windows,8.0,Intel Core i5,1600.0,14.0,LED,0.0,3639.0,1920.0,1080.0
1590,Lenovo,2.25,Windows,16.0,Intel Core i7,2300.0,15.6,LCD,0.0,9249.0,1920.0,1080.0
1591,Dell,1.48,Windows,32.0,Intel Core i9,2400.0,14.0,LCD,0.0,11689.0,1920.0,1080.0
1592,Lenovo,1.75,Windows,16.0,Intel Core i7,2800.0,15.6,IPS,0.0,5490.0,1920.0,1080.0
1593,Lenovo,1.65,Windows,8.0,Intel Core i5,2400.0,15.6,LCD,0.0,2591.0,1920.0,1080.0
1595,Dell,1.47,Windows,8.0,Intel Core i7,1800.0,14.0,LCD,0.0,6264.0,1920.0,1080.0
1596,Asus,1.7,Windows,32.0,AMD Ryzen 9,3000.0,14.0,LCD,0.0,9223.0,2560.0,1600.0
1598,Lenovo,2.1,Windows,16.0,Intel Core i7,1800.0,15.6,IPS,0.0,4599.0,1920.0,1080.0
1599,Dell,1.78,Windows,8.0,Intel Core i3,3000.0,15.6,LCD,0.0,1772.0,1920.0,1080.0
1600,Lenovo,1.5,Windows,16.0,Intel Core i7,1300.0,15.6,LCD,0.0,5290.0,1920.0,1080.0
1601,HP,1.24,Windows,16.0,Intel Core i5,2400.0,13.3,IPS,0.0,3854.0,1920.0,1080.0
1602,Asus,1.8,Windows,8.0,Intel Core i5,2400.0,15.6,LCD,0.0,2499.0,1920.0,1080.0
1603,Dell,1.42,Windows,8.0,Intel Core i7,2800.0,14.0,LED,0.0,3749.0,1920.0,1080.0
1604,Lenovo,2.07,Windows,16.0,Intel Core i7,2300.0,15.6,IPS,0.0,5789.0,1920.0,1080.0
1605,Lenovo,1.65,Windows,8.0,Intel Core i7,2800.0,15.6,LCD,0.0,2789.0,1920.0,1080.0
1606,Dell,1.69,Windows,8.0,Intel Core i5,2400.0,15.6,LCD,0.0,2667.0,1920.0,1080.0
1607,Lenovo,1.75,Windows,8.0,Intel Core i5,1600.0,14.0,IPS,0.0,3699.0,1920.0,1080.0
1608,Asus,1.8,Windows,16.0,Intel Core i5,2400.0,15.6,LCD,0.0,2566.0,1920.0,1080.0
1609,Lenovo,1.75,Windows,32.0,Intel Core i7,2800.0,15.6,IPS,0.0,7489.0,3840.0,2160.0
1612,Dell,1.69,Windows,8.0,Intel Core i7,2800.0,15.6,LCD,0.0,3990.0,1920.0,1080.0
1613,Dell,1.82,Windows,16.0,Intel Core i5,1600.0,15.6,LCD,0.0,4990.0,1920.0,1080.0
1615,Dell,1.73,Windows,16.0,Intel Core i7,2800.0,15.6,LED,0.0,3829.0,1920.0,1080.0
1616,Asus,2.3,Windows,32.0,AMD Ryzen 9,3300.0,15.6,LCD,0.0,9847.0,2560.0,1440.0
1617,Apple,1.4,MacOS,16.0,M1,2400.0,13.3,IPS,0.0,7295.0,2560.0,1600.0
1618,Lenovo,1.65,Windows,8.0,Intel Core i3,3000.0,15.6,LCD,0.0,1965.0,1920.0,1080.0
1619,Lenovo,1.8,Windows,8.0,Intel Core i5,2400.0,15.6,OLED,0.0,3990.0,1920.0,1080.0
1621,Acer,1.77,Windows,16.0,Intel Core i7,3500.0,15.6,LCD,0.0,3379.0,1920.0,1080.0
1622,Lenovo,1.35,Windows,16.0,Intel Core i5,1100.0,14.0,IPS,1.0,6389.0,1920.0,1080.0
1623,Lenovo,1.1,Windows,16.0,Intel Core i7,2100.0,12.3,IPS,1.0,8288.0,1920.0,1080.0
1624,Dell,1.42,Windows,8.0,Intel Core i5,2400.0,14.0,LED,0.0,2884.0,1920.0,1080.0
1625,HP,1.69,Windows,16.0,Intel Core i7,3500.0,15.6,IPS,0.0,3790.0,1920.0,1080.0
1626,Dell,2.05,Windows,32.0,Intel Core i7,2400.0,15.6,OLED,0.0,11850.0,3456.0,2160.0
1627,Asus,1.6,Windows,16.0,Intel Core i7,2800.0,15.6,LCD,0.0,5290.0,1920.0,1080.0
1628,Lenovo,2.6,Windows,16.0,Intel Core i7,3500.0,16.0,IPS,0.0,10990.0,1920.0,1200.0
1629,HP,2.35,Windows,32.0,Intel Core i7,2500.0,15.6,LCD,0.0,10584.0,1920.0,1080.0
1630,Lenovo,1.4,Windows,8.0,Intel Core i5,2400.0,14.0,IPS,0.0,2999.0,1920.0,1080.0
1632,Asus,1.57,Windows,4.0,Intel Celeron,1100.0,15.6,LED,0.0,1243.0,1366.0,768.0
1633,HP,1.35,Windows,16.0,Intel Core i7,1800.0,14.0,IPS,0.0,7299.0,1920.0,1080.0
1634,Lenovo,1.65,Windows,8.0,AMD Ryzen 3,2600.0,15.6,LCD,0.0,2100.0,1920.0,1080.0
1635,Dell,1.48,Windows,16.0,Intel Core i7,1800.0,14.0,LED,0.0,6290.0,1920.0,1080.0
1636,Asus,1.6,Windows,8.0,Intel Core i3,2100.0,14.0,LCD,0.0,2049.0,1920.0,1080.0
1637,HP,1.32,Windows,16.0,Intel Core i7,2800.0,14.0,LCD,0.0,6269.0,1920.0,1080.0
1638,Dell,1.61,Windows,8.0,Intel Core i7,1800.0,14.0,LCD,0.0,4818.0,1920.0,1080.0
1639,Dell,1.59,Windows,8.0,Intel Core i5,2400.0,14.0,LCD,0.0,2988.0,1920.0,1080.0
1640,Dell,2.61,Windows,8.0,Intel Core i7,2400.0,15.6,LED,0.0,5299.0,1920.0,1080.0
1641,Lenovo,1.65,Windows,4.0,Intel Celeron,1100.0,10.3,IPS,1.0,1952.0,1920.0,1200.0
1642,Asus,1.39,Windows,16.0,Intel Core i7,2400.0,14.0,OLED,0.0,6080.0,2880.0,1800.0
1643,Lenovo,1.4,Windows,16.0,Intel Core i7,2800.0,14.0,IPS,0.0,4058.0,1920.0,1080.0
1644,Lenovo,1.13,Windows,16.0,Intel Core i7,2800.0,14.0,IPS,0.0,8733.0,3840.0,2400.0
1645,Dell,2.33,Windows,8.0,Intel Core i5,2300.0,15.6,LED,0.0,4799.0,1920.0,1080.0
1646,HP,1.36,Windows,8.0,Intel Core i5,3300.0,14.0,IPS,1.0,5292.0,1920.0,1200.0
1647,Lenovo,1.32,Windows,16.0,AMD Ryzen 5,2100.0,13.3,IPS,1.0,4185.0,1920.0,1080.0
1648,Lenovo,1.69,Windows,8.0,Intel Core i5,1600.0,14.0,IPS,0.0,3779.0,1920.0,1080.0
1649,HP,2.42,Windows,32.0,Intel Core i7,2600.0,15.0,IPS,1.0,11400.0,3840.0,2160.0
1650,Dell,2.05,Windows,16.0,Intel Core i7,3500.0,15.6,LCD,0.0,11377.0,1920.0,1200.0
1651,HP,1.65,Windows,32.0,Intel Core i7,2300.0,15.6,IPS,0.0,7290.0,1920.0,1080.0
1652,Lenovo,1.65,Windows,16.0,Intel Core i7,3500.0,16.0,IPS,0.0,10213.0,2560.0,1600.0
1653,Dell,1.33,Windows,8.0,Intel Core i5,2400.0,14.0,LCD,0.0,4094.0,1920.0,1080.0
1654,Lenovo,1.29,Windows,16.0,Intel Core i7,1800.0,13.3,IPS,1.0,6749.0,1920.0,1080.0
1655,Lenovo,2.25,Windows,16.0,AMD Ryzen 7,3200.0,15.6,IPS,0.0,3799.0,1920.0,1080.0
1656,Lenovo,2.0,Windows,16.0,Intel Core i9,2400.0,15.6,IPS,1.0,11349.0,3840.0,2160.0
1657,Lenovo,2.2,Windows,16.0,Intel Core i7,2600.0,15.6,IPS,0.0,5490.0,1920.0,1080.0
1658,Asus,2.9,Windows,32.0,Intel Core i9,2900.0,17.3,LED,0.0,12976.0,2560.0,1440.0
1659,Asus,1.65,Windows,8.0,Intel Core i5,3500.0,15.6,OLED,0.0,3090.0,1920.0,1080.0
1660,Lenovo,1.4,Windows,16.0,Intel Core i5,2400.0,14.0,IPS,0.0,3254.0,1920.0,1080.0
1661,Lenovo,1.65,Windows,4.0,Intel Core i3,3000.0,15.6,LCD,0.0,1940.0,1920.0,1080.0
1663,Lenovo,2.49,Windows,32.0,Intel Core i7,2400.0,16.0,IPS,0.0,9933.0,2560.0,1600.0
1664,HP,1.74,Windows,16.0,Intel Core i5,3300.0,15.6,LCD,0.0,2797.0,1920.0,1080.0
1666,HP,1.35,Windows,16.0,Intel Core i7,2800.0,14.0,IPS,0.0,6058.0,1920.0,1080.0
1667,Asus,2.3,Windows,16.0,Intel Core i7,2300.0,15.6,LCD,0.0,5743.0,1920.0,1080.0
1668,Dell,1.65,Windows,16.0,Intel Core i7,3300.0,15.6,LCD,0.0,4450.0,1920.0,1080.0
1671,Dell,1.69,Windows,16.0,Intel Core i5,2400.0,15.6,LCD,0.0,3854.0,1920.0,1080.0
1672,Lenovo,2.1,Windows,16.0,Intel Core i7,1800.0,15.6,IPS,0.0,4999.0,1920.0,1080.0
1673,Dell,1.73,Windows,8.0,Intel Core i5,2400.0,15.6,LED,0.0,3300.0,1920.0,1080.0
1674,Dell,1.42,Windows,8.0,Intel Core i5,2400.0,14.0,LED,0.0,3625.0,1920.0,1080.0
1675,Dell,1.54,Windows,32.0,Intel Core i7,2700.0,14.0,LCD,0.0,8188.0,1920.0,1080.0
1676,Asus,1.7,Windows,8.0,Intel Core i5,1300.0,15.6,IPS,0.0,2999.0,1920.0,1080.0
1678,Asus,1.8,Windows,16.0,Intel Core i7,2800.0,15.6,OLED,0.0,4429.0,1920.0,1080.0
1679,HP,1.46,Windows,16.0,Intel Core i5,3300.0,14.0,LCD,0.0,3789.0,1920.0,1080.0
1680,HP,1.65,Windows,32.0,Intel Core i7,2300.0,16.1,IPS,0.0,7268.0,2560.0,1440.0
1681,Dell,1.65,Windows,16.0,Intel Core i7,3300.0,15.6,LCD,0.0,3900.0,1920.0,1080.0
1684,Dell,1.44,Windows,16.0,Intel Core i7,3300.0,14.0,LCD,0.0,4387.0,1920.0,1080.0
1685,Dell,1.59,Windows,16.0,Intel Core i7,2400.0,15.6,LCD,0.0,5488.0,1920.0,1080.0
1686,Dell,2.57,Windows,16.0,Intel Core i5,2700.0,15.6,LED,0.0,4690.0,1920.0,1080.0
1687,Lenovo,2.0,Windows,16.0,Intel Core i7,2600.0,15.6,LCD,1.0,8190.0,1920.0,1080.0
1688,Dell,1.46,Windows,16.0,Intel Core i7,1800.0,14.0,LCD,1.0,7860.0,1920.0,1080.0
1689,Lenovo,1.5,Windows,8.0,Intel Core i3,1200.0,14.0,LCD,0.0,2244.0,1920.0,1080.0
1690,Asus,2.3,Windows,16.0,Intel Core i7,2300.0,15.6,LCD,0.0,5290.0,1920.0,1080.0
1691,Asus,1.65,Windows,16.0,Intel Core i7,3500.0,14.0,LCD,0.0,7518.0,1920.0,1080.0
1692,Lenovo,2.3,Windows,16.0,Intel Core i5,2700.0,16.0,IPS,0.0,5675.0,2560.0,1600.0
1693,Dell,1.69,Windows,8.0,Intel Core i5,2400.0,15.6,LCD,0.0,3047.0,1920.0,1080.0
1694,Lenovo,2.3,Windows,16.0,Intel Core i7,2300.0,15.6,LCD,0.0,7276.0,1920.0,1080.0
1695,HP,2.14,Windows,8.0,Intel Core i5,1600.0,15.6,LCD,0.0,2398.0,1920.0,1080.0
1696,Lenovo,1.8,Windows,8.0,Intel Core i5,2400.0,15.6,IPS,1.0,3190.0,1920.0,1080.0
1698,Dell,1.36,Windows,16.0,Intel Core i5,3300.0,14.0,LCD,0.0,4973.0,1920.0,1080.0
1699,HP,2.02,Windows,32.0,Intel Core i7,2700.0,15.6,OLED,0.0,13733.0,3840.0,2160.0
1700,Lenovo,1.85,Windows,12.0,Intel Core i5,1200.0,15.6,LCD,1.0,2890.0,1366.0,768.0
1701,Asus,1.4,Windows,16.0,Intel Core i7,2800.0,14.0,LCD,0.0,3389.0,1920.0,1080.0
1702,Dell,1.27,Windows,16.0,Intel Core i7,2400.0,14.0,LCD,0.0,6112.0,1920.0,1080.0
1703,Asus,1.38,Windows,16.0,Intel Core i7,2900.0,14.0,LCD,1.0,5372.0,1920.0,1080.0
1704,Dell,1.59,Windows,16.0,Intel Core i7,2800.0,15.6,LCD,0.0,5103.0,1920.0,1080.0
1705,Lenovo,1.7,Windows,4.0,Intel Pentium Silver,1100.0,15.6,LCD,0.0,1290.0,1920.0,1080.0
1706,Acer,1.94,Windows,4.0,AMD,2400.0,15.6,LCD,0.0,1260.0,1366.0,768.0
1707,Lenovo,1.12,Windows,32.0,Intel Core i7,2400.0,14.0,IPS,1.0,11999.0,1920.0,1200.0
1708,Asus,1.8,Windows,8.0,Intel Core i5,2400.0,15.6,LCD,0.0,2499.0,1920.0,1080.0
1709,Dell,1.37,Windows,8.0,Intel Core i5,2400.0,14.0,LCD,0.0,4641.0,1920.0,1080.0
1710,Asus,1.65,Windows,16.0,Intel Core i7,3500.0,15.6,OLED,0.0,4490.0,1920.0,1080.0
1711,Lenovo,1.65,Windows,16.0,Intel Core i7,3500.0,15.6,IPS,0.0,5666.0,2560.0,1440.0
1713,Lenovo,0.34,Windows,16.0,Intel Core i7,2100.0,12.3,IPS,1.0,6749.0,1920.0,1080.0
1714,Dell,1.78,Windows,8.0,Intel Core i7,2800.0,15.6,LCD,0.0,4190.0,1920.0,1080.0
1715,Asus,1.22,Windows,8.0,Intel Core i5,2400.0,14.0,LED,0.0,3480.0,1920.0,1080.0
1716,Asus,1.6,Windows,8.0,Intel Core i5,2400.0,14.0,LCD,0.0,2000.0,1920.0,1080.0
1717,Dell,1.58,Windows,8.0,Intel Core i3,1200.0,14.0,LED,0.0,1999.0,1920.0,1080.0
1718,Lenovo,1.6,Windows,8.0,AMD Ryzen 3,2600.0,14.0,LCD,0.0,1799.0,1366.0,768.0
1719,Lenovo,2.49,Windows,32.0,AMD Ryzen 7,3200.0,16.0,IPS,0.0,8313.0,2560.0,1600.0
1720,HP,1.36,Windows,16.0,Intel Core i7,1800.0,13.3,IPS,0.0,5999.0,1920.0,1080.0
1721,Lenovo,1.9,Windows,32.0,AMD Ryzen 7,3200.0,15.6,IPS,0.0,8191.0,3840.0,2160.0
1722,Lenovo,1.7,Windows,4.0,Intel Pentium Silver,1100.0,15.6,LCD,0.0,1390.0,1920.0,1080.0
1723,Lenovo,1.38,Windows,16.0,Intel Core i5,2400.0,14.0,IPS,0.0,3200.0,2880.0,1800.0
1724,HP,1.74,Windows,16.0,Intel Core i7,3500.0,15.6,IPS,0.0,3390.0,1920.0,1080.0
1725,Lenovo,1.35,Windows,16.0,Intel Core i7,1300.0,14.0,IPS,1.0,7549.0,1920.0,1080.0
1726,Dell,1.42,Windows,8.0,Intel Core i5,2400.0,14.0,LED,0.0,3539.0,1920.0,1080.0
1727,Dell,1.43,Windows,8.0,Intel Core i5,3200.0,14.0,LCD,0.0,3477.0,1920.0,1080.0
1729,Dell,1.48,Windows,32.0,Intel Core i7,2400.0,14.0,LED,0.0,11288.0,1920.0,1200.0
1730,Dell,1.36,Windows,8.0,Intel Core i5,3300.0,14.0,LCD,0.0,4658.0,1920.0,1080.0
1732,Lenovo,1.64,Windows,8.0,Intel Core i5,2400.0,14.0,IPS,0.0,3490.0,1920.0,1080.0
1733,HP,1.46,Windows,16.0,Intel Core i5,3300.0,14.0,IPS,0.0,3199.0,1920.0,1080.0
1734,Dell,1.22,Windows,8.0,Intel Core i5,2400.0,14.0,LCD,0.0,4996.0,1920.0,1080.0
1735,HP,2.48,Windows,16.0,Intel Core i7,2300.0,16.1,IPS,0.0,4290.0,1920.0,1080.0
1736,Lenovo,1.29,Windows,16.0,Intel Core i5,1600.0,13.3,IPS,0.0,6300.0,1920.0,1080.0
1737,Lenovo,1.2,Windows,8.0,Qualcomm Snapdragon,2400.0,14.0,IPS,0.0,3590.0,1920.0,1080.0
1738,Dell,1.69,Windows,8.0,Intel Core i5,2400.0,15.6,LCD,0.0,2605.0,1920.0,1080.0
1739,Dell,1.25,Windows,16.0,Intel Core i7,2800.0,14.5,LCD,0.0,5749.0,2560.0,1600.0
1740,Dell,1.39,Windows,16.0,Intel Core i7,3000.0,13.3,LCD,1.0,6971.0,1920.0,1080.0
1741,Lenovo,1.31,Windows,16.0,Intel Core i5,2400.0,13.3,IPS,0.0,5588.0,1920.0,1200.0
1742,Dell,1.42,Windows,8.0,Intel Core i5,2400.0,14.0,LED,0.0,3695.0,1920.0,1080.0
1743,Lenovo,1.44,Windows,16.0,Intel Core i7,3000.0,14.0,IPS,1.0,8280.0,3840.0,2160.0
1744,Dell,1.27,Windows,16.0,Intel Core i7,2400.0,14.0,LCD,0.0,10219.0,1920.0,1200.0
1745,Dell,1.65,Windows,8.0,Intel Core i5,2500.0,14.0,LCD,1.0,3748.0,1920.0,1080.0
1747,Lenovo,2.3,Windows,16.0,Intel Core i7,2600.0,15.6,LCD,0.0,6888.0,1920.0,1080.0
1748,HP,1.13,Windows,16.0,Intel Core i7,2800.0,14.0,LCD,0.0,6590.0,1920.0,1080.0
1749,Dell,1.65,Windows,8.0,Intel Core i7,2900.0,14.0,LCD,0.0,4190.0,1920.0,1080.0
1751,Asus,1.8,Windows,8.0,Intel Core i5,2400.0,15.6,LCD,0.0,3390.0,1920.0,1080.0
1752,Lenovo,1.38,Windows,16.0,Intel Core i7,2400.0,14.0,IPS,1.0,9486.0,1920.0,1200.0
1753,Asus,2.0,Windows,16.0,Intel Core i7,3300.0,15.6,LCD,0.0,4678.0,1920.0,1080.0
1754,Dell,1.44,Windows,8.0,Intel Core i5,3200.0,14.0,LCD,0.0,3390.0,1920.0,1080.0
1755,Dell,1.89,Windows,16.0,Intel Core i5,2400.0,15.6,LCD,0.0,6300.0,1920.0,1080.0
1756,Dell,1.73,Windows,8.0,Intel Core i5,2400.0,15.6,LED,0.0,2531.0,1920.0,1080.0
1757,Lenovo,1.7,Windows,4.0,Intel Pentium Silver,1100.0,15.6,LCD,0.0,1890.0,1920.0,1080.0
1758,HP,1.77,Windows,16.0,Intel Core i7,2800.0,15.6,OLED,1.0,6685.0,3840.0,2160.0
1759,Lenovo,1.36,Windows,8.0,Intel Core i5,1600.0,14.0,IPS,1.0,8390.0,1920.0,1080.0
1760,Lenovo,1.5,Windows,16.0,Intel Core i5,2400.0,14.0,IPS,1.0,3884.0,1920.0,1080.0
1762,Dell,1.22,Windows,8.0,Intel Core i7,1800.0,13.3,LCD,0.0,8691.0,1920.0,1080.0
1763,Dell,2.05,Windows,64.0,Intel Core i9,2400.0,15.6,LCD,1.0,15494.0,3456.0,2160.0
1764,Asus,1.6,Windows,8.0,Intel Core i5,1000.0,14.0,LED,0.0,2609.0,1920.0,1080.0
1765,Asus,1.4,Windows,16.0,Intel Core i5,2400.0,14.0,LCD,0.0,3833.0,1920.0,1080.0
1766,Lenovo,1.53,Windows,8.0,Intel Core i5,2400.0,14.0,IPS,1.0,6550.0,1920.0,1080.0
1767,Dell,1.69,Windows,16.0,Intel Core i7,2800.0,15.6,LCD,0.0,3300.0,1920.0,1080.0
1768,Dell,1.43,Windows,8.0,Intel Core i5,3200.0,14.0,LED,0.0,3488.0,1920.0,1080.0
1769,Dell,1.4,Windows,8.0,Intel Core i5,2400.0,14.0,LCD,0.0,3549.0,1920.0,1080.0
1770,Dell,1.3,Windows,8.0,Intel Core i5,1700.0,14.0,LCD,0.0,5479.0,1920.0,1080.0
1771,HP,1.69,Windows,8.0,Intel Core i3,3300.0,15.6,LCD,0.0,2597.0,1920.0,1080.0
1772,Asus,1.9,Windows,16.0,Intel Core i7,2300.0,16.0,LCD,0.0,11084.0,1920.0,1200.0
1773,Asus,1.8,Windows,8.0,Intel Core i3,3000.0,15.6,LED,0.0,2250.0,1920.0,1080.0
1774,Lenovo,1.5,Windows,16.0,Intel Core i7,2800.0,14.0,LCD,1.0,4800.0,1920.0,1080.0
1775,Lenovo,1.27,Windows,16.0,Intel Core i5,1600.0,14.0,IPS,0.0,6490.0,1920.0,1080.0
1776,Dell,1.73,Windows,16.0,Intel Core i7,2800.0,15.6,LCD,0.0,3478.0,1920.0,1080.0
1778,Lenovo,1.29,Windows,16.0,Intel Core i7,1800.0,13.3,IPS,1.0,7280.0,1920.0,1080.0
1780,Dell,1.66,Windows,8.0,Intel Core i7,1800.0,15.6,LED,0.0,3859.0,1920.0,1080.0
1781,Dell,1.73,Windows,16.0,Intel Core i7,2800.0,15.6,LED,0.0,3590.0,1920.0,1080.0
1782,Asus,2.3,Windows,16.0,AMD Ryzen 7,3200.0,15.6,IPS,0.0,7900.0,1920.0,1080.0
1783,Lenovo,2.98,Windows,16.0,AMD Ryzen 7,2900.0,17.3,IPS,0.0,7590.0,1920.0,1080.0
1784,Dell,1.53,Windows,16.0,Intel Core i7,3000.0,15.6,LCD,0.0,6281.0,1920.0,1080.0
1785,Dell,1.4,Windows,16.0,Intel Core i7,3000.0,14.0,LCD,0.0,5750.0,1920.0,1080.0
1786,Lenovo,1.69,Windows,16.0,Intel Core i7,2600.0,15.6,LCD,0.0,9390.0,1920.0,1080.0
