,company,weight,OS,ram,processor,processor_speed,screen_size,screen_type,touch_screen,price,height_resolution,width_resolution
1787,Lenovo,1.65,Windows,32.0,Intel Core i7,2700.0,16.0,IPS,1.0,6750.0,2560.0,1600.0
1788,Toshiba,2.0,Windows,8.0,Intel Core i5,1600.0,15.6,IPS,0.0,5598.0,1920.0,1080.0
1790,Lenovo,2.49,Windows,16.0,Intel Core i7,3500.0,16.0,IPS,0.0,8826.0,2560.0,1600.0
1791,Asus,2.14,Windows,16.0,Intel Core i7,2600.0,15.6,LCD,0.0,5699.0,1920.0,1080.0
1792,Lenovo,2.3,Windows,16.0,Intel Core i7,2300.0,16.0,IPS,0.0,5700.0,2560.0,1600.0
1793,HP,1.65,Windows,32.0,Intel Core i7,3060.0,16.1,IPS,0.0,6735.0,1920.0,1080.0
1794,Asus,1.4,Windows,8.0,Intel Core i5,2400.0,14.0,LCD,0.0,2590.0,1920.0,1080.0
1796,Dell,1.69,Windows,16.0,Intel Core i7,2800.0,15.6,LCD,0.0,4150.0,1920.0,1080.0
1797,Asus,1.6,Windows,8.0,Intel Core i3,2100.0,14.0,LCD,0.0,1543.0,1920.0,1080.0
1798,Lenovo,2.98,Windows,16.0,Intel Core i7,2600.0,17.3,LCD,0.0,7490.0,1920.0,1080.0
1799,Asus,2.6,Windows,16.0,Intel Core i7,2300.0,17.3,LCD,0.0,5855.0,1920.0,1080.0
1800,Asus,1.8,Windows,16.0,Intel Core i5,2400.0,15.6,OLED,0.0,3284.0,1920.0,1080.0
1801,Asus,1.9,Windows,32.0,AMD Ryzen 9,3300.0,15.6,LCD,0.0,11707.0,2560.0,1440.0
1802,Lenovo,1.81,Windows,32.0,Intel Core i7,2400.0,16.0,IPS,0.0,13038.0,3840.0,2400.0
1803,Lenovo,1.39,Windows,8.0,Intel Core i3,3000.0,14.0,IPS,0.0,1899.0,1920.0,1080.0
1804,Dell,1.53,Windows,16.0,Intel Core i7,2700.0,14.0,LCD,0.0,7049.0,1920.0,1080.0
1805,Lenovo,1.65,Windows,16.0,Intel Core i7,2400.0,16.0,IPS,0.0,6290.0,1920.0,1200.0
1806,Dell,1.82,Windows,16.0,Intel Core i5,1600.0,15.6,LCD,0.0,6990.0,1920.0,1080.0
1807,Lenovo,1.5,Windows,16.0,Intel Core i7,3500.0,14.0,IPS,1.0,5054.0,1920.0,1080.0
1808,HP,1.36,Windows,16.0,Intel Core i7,3500.0,14.0,IPS,0.0,5890.0,1920.0,1200.0
1809,Dell,1.73,Windows,16.0,Intel Core i5,2400.0,15.6,LED,0.0,2649.0,1920.0,1080.0
1810,Acer,2.5,Windows,16.0,Intel Core i7,3500.0,15.6,LCD,0.0,5299.0,1920.0,1080.0
1811,HP,1.65,Windows,16.0,Intel Core i7,2800.0,17.3,IPS,1.0,4588.0,1920.0,1080.0
1812,Asus,2.3,Windows,16.0,AMD Ryzen 7,3200.0,15.6,IPS,0.0,7700.0,1920.0,1080.0
1813,Lenovo,1.29,Windows,16.0,Intel Core i7,2800.0,14.0,IPS,1.0,5890.0,3840.0,2160.0
1815,Dell,1.25,Windows,16.0,Intel Core i7,2800.0,14.5,LCD,0.0,6049.0,2560.0,1600.0
1816,HP,2.46,Windows,16.0,Intel Core i5,2700.0,16.1,IPS,0.0,4300.0,1920.0,1080.0
1817,Lenovo,1.51,Windows,8.0,Intel Core i5,1600.0,14.0,IPS,0.0,6890.0,1920.0,1080.0
1818,Dell,1.73,Windows,16.0,Intel Core i7,2800.0,15.6,LED,0.0,3310.0,1920.0,1080.0
1819,Dell,1.89,Windows,16.0,Intel Core i7,2600.0,15.6,LCD,0.0,6990.0,1920.0,1080.0
1820,Lenovo,1.31,Windows,16.0,Intel Core i5,2400.0,13.3,IPS,0.0,5616.0,1920.0,1200.0
1821,Acer,1.4,Windows,4.0,Intel Celeron,1100.0,11.6,LCD,0.0,1149.0,1366.0,768.0
1823,Dell,1.69,Windows,8.0,Intel Core i5,2400.0,15.6,LCD,0.0,2818.0,1920.0,1080.0
1824,Lenovo,1.7,Windows,4.0,Intel Pentium Gold,2400.0,15.6,LCD,0.0,1650.0,1920.0,1080.0
1827,Dell,1.65,Windows,16.0,Intel Core i5,3200.0,15.6,LCD,0.0,4160.0,1920.0,1080.0
1828,Lenovo,2.35,Windows,16.0,Intel Core i7,3500.0,15.6,IPS,0.0,6614.0,2560.0,1440.0
1829,HP,1.79,Windows,16.0,Intel Core i5,2400.0,15.6,LCD,1.0,4889.0,1920.0,1080.0
1830,Lenovo,1.75,Windows,40.0,Intel Core i7,1800.0,15.6,IPS,0.0,7779.0,1920.0,1080.0
1831,Lenovo,1.38,Windows,16.0,Intel Core i7,2800.0,14.0,IPS,0.0,4510.0,2880.0,1800.0
1833,Dell,1.82,Windows,16.0,Intel Core i7,1800.0,15.6,LCD,0.0,6990.0,1920.0,1080.0
1834,Asus,0.88,Windows,16.0,Intel Core i7,1800.0,14.0,LCD,0.0,6168.0,1920.0,1080.0
1835,Dell,2.51,Windows,32.0,Intel Core i7,2400.0,15.6,LED,0.0,7301.0,1920.0,1080.0
1837,Dell,2.45,Windows,16.0,Intel Core i9,2600.0,15.6,LCD,0.0,10989.0,1920.0,1080.0
1838,HP,2.35,Windows,32.0,Intel Core i9,2600.0,15.6,LCD,0.0,14850.0,3840.0,2160.0
1839,Dell,1.73,Windows,16.0,Intel Core i7,2800.0,15.6,LED,0.0,3889.0,1920.0,1080.0
1840,Lenovo,1.51,Windows,16.0,Intel Core i5,1600.0,14.0,IPS,0.0,5990.0,1920.0,1080.0
1841,HP,1.69,Windows,16.0,Intel Core i5,3300.0,15.6,LCD,0.0,2297.0,1920.0,1080.0
1842,Dell,1.73,Windows,8.0,Intel Core i5,2400.0,15.6,LED,0.0,2296.0,1920.0,1080.0
1843,Asus,2.0,Windows,16.0,Intel Core i7,3060.0,15.6,LCD,0.0,5696.0,1920.0,1080.0
1845,Lenovo,1.65,Windows,8.0,Intel Pentium Silver,1100.0,10.3,IPS,1.0,2000.0,1920.0,1200.0
1846,Acer,1.7,Windows,8.0,Intel Core i3,1200.0,14.0,LCD,0.0,1699.0,1366.0,768.0
1847,Dell,1.69,Windows,16.0,Intel Core i7,2800.0,15.6,LCD,0.0,3348.0,1920.0,1080.0
1848,Dell,1.65,Windows,16.0,Intel Core i7,3300.0,15.6,LCD,0.0,4368.0,1920.0,1080.0
1849,Dell,1.78,Windows,8.0,Intel Core i5,2400.0,15.6,LCD,0.0,2648.0,1920.0,1080.0
1850,HP,1.92,Windows,16.0,Intel Core i7,2600.0,15.6,LCD,0.0,6690.0,1920.0,1080.0
1851,Lenovo,1.75,Windows,24.0,Intel Core i7,1800.0,15.6,IPS,0.0,7659.0,1920.0,1080.0
1852,Asus,1.45,Windows,8.0,Intel Core i5,2400.0,14.0,LCD,0.0,2750.0,1920.0,1080.0
1855,Dell,1.65,Windows,16.0,Intel Core i5,3200.0,15.6,LCD,0.0,3964.0,1920.0,1080.0
1856,HP,1.48,Windows,16.0,Intel Core i7,1800.0,14.0,IPS,0.0,6349.0,1920.0,1080.0
1857,Lenovo,2.87,Windows,32.0,Intel Core i7,2300.0,15.6,IPS,0.0,8330.0,1920.0,1080.0
1858,Dell,1.3,Windows,16.0,Intel Core i5,1700.0,14.0,LCD,0.0,6249.0,1920.0,1080.0
1859,Lenovo,1.38,Windows,8.0,Intel Core i3,3000.0,14.0,IPS,0.0,2089.0,1920.0,1080.0
1860,Dell,1.87,Windows,16.0,Intel Core i5,3300.0,16.0,LCD,0.0,4290.0,1920.0,1200.0
1861,Lenovo,1.65,Windows,8.0,Intel Core i3,3000.0,15.6,LCD,0.0,2290.0,1920.0,1080.0
1862,HP,1.65,Windows,16.0,Intel Core i7,2800.0,14.0,IPS,0.0,5990.0,1920.0,1080.0
1863,Lenovo,2.3,Windows,16.0,AMD Ryzen 7,2900.0,15.6,IPS,0.0,6290.0,1920.0,1080.0
1864,Dell,1.65,Windows,32.0,Intel Core i9,2400.0,15.6,LCD,0.0,13112.0,1920.0,1200.0
1865,Lenovo,1.65,Windows,4.0,Intel Celeron,1100.0,10.3,IPS,1.0,1810.0,1920.0,1200.0
1867,Lenovo,1.35,Windows,16.0,Intel Core i7,1300.0,14.0,IPS,1.0,7549.0,1920.0,1080.0
1868,Lenovo,1.9,Windows,16.0,Intel Core i5,2400.0,15.6,IPS,0.0,3159.0,1920.0,1080.0
1869,Lenovo,1.29,Windows,8.0,Intel Core i7,1800.0,13.3,IPS,0.0,5869.0,1920.0,1080.0
1870,HP,1.74,Windows,16.0,Intel Core i5,2400.0,15.6,LCD,0.0,3159.0,1920.0,1080.0
1871,Dell,1.69,Windows,8.0,Intel Core i5,2400.0,15.6,LCD,0.0,2810.0,1920.0,1080.0
1872,Lenovo,1.27,Windows,16.0,Intel Core i7,1800.0,14.0,IPS,0.0,7390.0,1920.0,1080.0
1873,Asus,1.3,Windows,16.0,Intel Core i7,2800.0,13.3,LCD,0.0,5376.0,1920.0,1080.0
1874,Lenovo,1.29,Windows,8.0,Intel Core i5,1600.0,13.3,IPS,0.0,6390.0,1920.0,1080.0
1876,Toshiba,2.0,Windows,16.0,Intel Core i7,1800.0,15.6,IPS,0.0,6499.0,1920.0,1080.0
1877,HP,1.89,Windows,16.0,Intel Core i7,3200.0,15.6,IPS,0.0,7390.0,1920.0,1080.0
1878,HP,1.35,Windows,8.0,Intel Core i5,2400.0,14.0,IPS,0.0,4890.0,1920.0,1080.0
1879,Lenovo,1.22,Windows,16.0,Intel Core i5,1600.0,13.3,IPS,0.0,6445.0,1920.0,1080.0
1880,HP,1.77,Windows,32.0,Intel Core i7,2800.0,15.6,IPS,1.0,7290.0,1920.0,1080.0
1881,Asus,1.8,Windows,8.0,Intel Core i5,2400.0,15.6,LCD,0.0,2990.0,1920.0,1080.0
1882,HP,1.73,Windows,32.0,Intel Core i7,2400.0,16.0,IPS,1.0,12350.0,1920.0,1200.0
1883,Asus,0.75,Windows,32.0,Intel Core i7,2800.0,14.0,LCD,0.0,7157.0,1920.0,1080.0
1884,Dell,1.2,Windows,8.0,Intel Core i5,1600.0,13.3,LED,0.0,6699.0,1920.0,1080.0
1885,Dell,1.89,Windows,16.0,Intel Core i7,2600.0,15.6,LED,0.0,6990.0,1920.0,1080.0
1886,Dell,3.01,Windows,16.0,Intel Core i7,2300.0,17.3,LCD,0.0,12411.0,1920.0,1080.0
1887,Dell,1.53,Windows,16.0,Intel Core i7,2700.0,14.0,LCD,0.0,7550.0,1920.0,1080.0
1888,Asus,1.45,Windows,8.0,Intel Core i5,2400.0,14.0,LCD,0.0,2900.0,1920.0,1080.0
1889,Asus,1.6,Windows,8.0,Intel Core i3,3000.0,14.0,LCD,0.0,1989.0,1920.0,1080.0
1890,Dell,1.53,Windows,16.0,Intel Core i7,3000.0,15.6,LCD,0.0,6281.0,1920.0,1080.0
1891,Lenovo,1.65,Windows,4.0,Intel Celeron,1100.0,10.3,IPS,1.0,1906.0,1920.0,1200.0
1892,Lenovo,2.49,Windows,32.0,Intel Core i7,3500.0,16.0,IPS,0.0,8965.0,2560.0,1600.0
1893,Lenovo,1.55,Windows,8.0,Intel Core i5,1600.0,14.0,IPS,1.0,6599.0,1920.0,1080.0
1894,Lenovo,1.65,Windows,4.0,Intel Celeron,1100.0,10.3,IPS,1.0,1429.0,1920.0,1200.0
1895,Dell,1.36,Windows,16.0,Intel Core i5,3300.0,14.0,LCD,0.0,4778.0,1920.0,1080.0
1896,Lenovo,2.3,Windows,16.0,Intel Core i7,2600.0,15.6,LCD,0.0,6740.0,1920.0,1080.0
1897,Lenovo,1.8,Windows,16.0,Intel Core i7,2800.0,15.6,LCD,1.0,5890.0,3840.0,2160.0
1898,Lenovo,1.5,Windows,8.0,Intel Core i3,1200.0,14.0,IPS,0.0,2149.0,1920.0,1080.0
1899,Lenovo,1.47,Windows,16.0,Intel Core i7,1800.0,14.0,IPS,0.0,6789.0,1920.0,1080.0
1901,Dell,1.3,Windows,16.0,Intel Core i7,1800.0,14.0,LCD,0.0,6656.0,1920.0,1080.0
1902,Lenovo,1.47,Windows,8.0,Intel Core i7,1800.0,14.0,IPS,0.0,6959.0,1920.0,1080.0
1904,Dell,1.83,Windows,32.0,Intel Core i9,2400.0,15.6,LCD,1.0,14600.0,3840.0,2400.0
1905,Lenovo,1.25,Windows,16.0,Intel Core i7,1800.0,13.3,IPS,1.0,7690.0,1920.0,1080.0
1906,HP,1.24,Windows,8.0,Intel Core i3,2000.0,13.3,IPS,0.0,3089.0,1920.0,1080.0
1907,Dell,1.78,Windows,8.0,Intel Core i5,2400.0,15.6,LCD,0.0,2980.0,1920.0,1080.0
1908,Lenovo,2.45,Windows,16.0,AMD Ryzen 7,3200.0,16.0,IPS,0.0,6500.0,2560.0,1600.0
1910,Dell,1.65,Windows,8.0,Intel Core i7,3300.0,15.6,LCD,0.0,4089.0,1920.0,1080.0
1911,Apple,1.29,MacOS,16.0,M1,2400.0,13.3,LED,0.0,5850.0,2560.0,1600.0
1912,Lenovo,1.47,Windows,8.0,Intel Core i7,1800.0,14.0,IPS,0.0,6640.0,1920.0,1080.0
1913,Acer,1.65,Windows,8.0,Intel Core i5,3300.0,14.0,LCD,0.0,2790.0,1366.0,768.0
1914,Lenovo,1.27,Windows,16.0,Intel Core i5,1600.0,14.0,IPS,0.0,7749.0,1920.0,1080.0
1915,Dell,1.78,Windows,8.0,Intel Core i5,2400.0,15.6,LCD,0.0,2798.0,1920.0,1080.0
1916,Asus,2.2,Windows,16.0,Intel Core i7,2400.0,15.6,LCD,0.0,5058.0,1920.0,1080.0
1917,Lenovo,1.64,Windows,8.0,Intel Core i5,2400.0,14.0,IPS,0.0,2999.0,1920.0,1080.0
1918,Asus,2.0,Windows,16.0,Intel Core i7,2200.0,15.6,LCD,1.0,5700.0,1920.0,1080.0
1919,Asus,2.3,Windows,16.0,AMD Ryzen 7,3200.0,15.6,LCD,0.0,9390.0,1920.0,1080.0
1920,Dell,1.69,Windows,8.0,Intel Core i5,2400.0,15.6,LCD,0.0,2969.0,1920.0,1080.0
1921,Dell,1.89,Windows,16.0,Intel Core i7,2700.0,15.6,LCD,0.0,6890.0,1920.0,1080.0
1922,Toshiba,0.9,Windows,16.0,Intel Core i7,2800.0,13.3,LCD,1.0,7998.0,1920.0,1080.0
1924,Lenovo,1.35,Windows,8.0,Intel Core i5,1100.0,14.0,IPS,1.0,5879.0,1920.0,1080.0
1925,Dell,1.36,Windows,16.0,Intel Core i7,2600.0,14.0,LCD,0.0,5550.0,1920.0,1080.0
1926,Lenovo,1.65,Windows,8.0,Intel Core i5,2400.0,15.6,LCD,0.0,2545.0,1920.0,1080.0
1929,Apple,1.4,MacOS,8.0,Intel Core i7,2400.0,13.3,LED,0.0,5699.0,2560.0,1600.0
1930,Acer,1.65,Windows,4.0,AMD,2400.0,14.0,LCD,0.0,1133.0,1366.0,768.0
1931,Lenovo,1.75,Windows,24.0,Intel Core i7,1800.0,15.6,IPS,0.0,6599.0,1920.0,1080.0
1934,HP,0.99,Windows,16.0,Intel Core i7,1800.0,13.3,LED,0.0,7890.0,1920.0,1080.0
1935,Dell,2.05,Windows,32.0,Intel Core i9,2400.0,15.6,OLED,1.0,12975.0,3456.0,2160.0
1936,Lenovo,1.44,Windows,16.0,Intel Core i7,2400.0,14.0,IPS,0.0,4289.0,1920.0,1080.0
1937,Asus,2.3,Windows,64.0,Intel Core i9,2400.0,15.6,LCD,0.0,13939.0,1920.0,1080.0
1938,Dell,1.22,Windows,16.0,Intel Core i7,2800.0,14.0,LCD,0.0,5680.0,1920.0,1080.0
1939,Asus,1.25,Windows,16.0,Intel Core i7,2900.0,14.0,LCD,0.0,5162.0,1920.0,1080.0
1941,Lenovo,1.4,Windows,16.0,Intel Core i5,2400.0,14.0,IPS,0.0,3226.0,1920.0,1080.0
1942,Lenovo,1.55,Windows,16.0,Intel Core i7,1800.0,14.0,IPS,0.0,7949.0,1920.0,1080.0
1943,HP,2.53,Windows,8.0,Intel Core i3,2000.0,15.6,LCD,0.0,2089.0,1920.0,1080.0
1944,Lenovo,1.13,Windows,16.0,Intel Core i5,2400.0,14.0,IPS,0.0,6849.0,1920.0,1200.0
1945,Dell,1.89,Windows,16.0,Intel Core i7,2700.0,15.6,LCD,0.0,7049.0,1920.0,1080.0
1946,HP,1.24,Windows,16.0,Intel Core i5,3200.0,13.3,IPS,0.0,5250.0,1920.0,1080.0
1947,Dell,1.36,Windows,8.0,Intel Core i5,3300.0,14.0,LCD,0.0,4199.0,1920.0,1080.0
1948,Lenovo,1.29,Windows,16.0,Intel Core i7,1800.0,13.3,IPS,0.0,7990.0,1920.0,1080.0
1949,Toshiba,1.2,Windows,8.0,Intel Core i5,1600.0,13.3,LED,0.0,6999.0,1920.0,1080.0
1950,Lenovo,1.8,Windows,8.0,Intel Core i5,2400.0,15.6,IPS,1.0,3235.0,1920.0,1080.0
1951,Asus,1.7,Windows,32.0,Intel Core i7,3500.0,14.5,OLED,1.0,8599.0,2880.0,1800.0
1952,Lenovo,1.7,Windows,16.0,Intel Core i7,2600.0,15.6,IPS,0.0,10459.0,3840.0,2160.0
1953,Lenovo,1.9,Windows,16.0,Intel Core i7,2800.0,15.6,IPS,1.0,5435.0,1920.0,1080.0
1954,Lenovo,1.65,Windows,8.0,Intel Pentium Silver,1100.0,10.3,IPS,1.0,2148.0,1920.0,1200.0
1955,Lenovo,1.64,Windows,8.0,Intel Core i5,2400.0,14.0,IPS,0.0,2799.0,1920.0,1080.0
1956,Lenovo,1.27,Windows,16.0,Intel Core i5,1600.0,14.0,IPS,0.0,8090.0,1920.0,1080.0
1957,Dell,1.78,Windows,8.0,Intel Core i3,3000.0,15.6,LCD,0.0,2300.0,1920.0,1080.0
1958,Lenovo,1.44,Windows,16.0,Intel Core i7,3500.0,14.0,IPS,0.0,4073.0,1920.0,1080.0
1959,Asus,2.45,Windows,16.0,Intel Core i7,2200.0,15.6,IPS,0.0,5980.0,1920.0,1080.0
1960,Dell,1.65,Windows,8.0,Intel Core i5,3100.0,15.6,LCD,0.0,3589.0,1920.0,1080.0
1961,Lenovo,1.38,Windows,8.0,Intel Core i5,2400.0,14.0,IPS,0.0,3189.0,1920.0,1080.0
1962,Acer,1.9,Windows,16.0,Intel Core i7,2800.0,15.6,LED,0.0,3599.0,1920.0,1080.0
1963,Lenovo,1.55,Windows,16.0,Intel Core i7,1800.0,14.0,IPS,0.0,7749.0,1920.0,1080.0
1964,Asus,2.7,Windows,32.0,AMD Ryzen 7,3200.0,17.3,LCD,0.0,10975.0,1920.0,1080.0
1965,Dell,1.52,Windows,8.0,Intel Core i3,2000.0,14.0,LCD,1.0,3478.0,1920.0,1080.0
1966,Asus,1.4,Windows,16.0,Intel Core i5,2400.0,14.0,LCD,0.0,3145.0,1920.0,1080.0
1967,Lenovo,1.29,Windows,16.0,Intel Core i7,1800.0,13.3,IPS,0.0,7798.0,1920.0,1080.0
1968,Lenovo,1.7,Windows,16.0,Intel Core i7,2800.0,15.6,IPS,0.0,3390.0,1920.0,1080.0
1970,Asus,1.7,Windows,8.0,Intel Core i7,2400.0,15.6,OLED,0.0,3736.0,1920.0,1080.0
1971,Asus,1.8,Windows,16.0,Intel Core i7,2800.0,15.6,OLED,0.0,3499.0,1920.0,1080.0
1972,Lenovo,1.5,Windows,16.0,Intel Core i7,1800.0,14.0,IPS,0.0,7290.0,1920.0,1080.0
1973,Lenovo,1.27,Windows,16.0,Intel Core i5,1600.0,14.0,IPS,1.0,7290.0,1920.0,1080.0
1975,Asus,2.3,Windows,16.0,AMD Ryzen 7,3200.0,15.6,LCD,0.0,8697.0,1920.0,1080.0
1976,Dell,1.73,Windows,16.0,Intel Core i5,2400.0,15.6,LED,0.0,3448.0,1920.0,1080.0
1977,Acer,1.65,Windows,4.0,AMD,2400.0,14.0,LCD,0.0,1240.0,1366.0,768.0
1978,HP,2.06,Windows,16.0,Intel Core i5,2400.0,15.6,IPS,0.0,8699.0,1920.0,1080.0
1979,Lenovo,1.31,Windows,8.0,Intel Core i5,2400.0,13.3,IPS,0.0,5246.0,1920.0,1200.0
1980,Lenovo,1.7,Windows,16.0,Intel Core i7,2800.0,15.6,IPS,0.0,3347.0,1920.0,1080.0
1981,Dell,1.2,Windows,32.0,Intel Core i7,2800.0,13.4,LCD,1.0,12463.0,3840.0,2400.0
1982,Lenovo,1.7,Windows,4.0,Intel Pentium Silver,1100.0,15.6,LCD,0.0,1308.0,1920.0,1080.0
1983,HP,1.46,Windows,8.0,Intel Core i3,3300.0,14.0,LCD,0.0,2821.0,1920.0,1080.0
1984,Asus,1.4,Windows,16.0,Intel Core i7,3300.0,14.0,OLED,0.0,4649.0,2880.0,1800.0
1985,Dell,3.01,Windows,16.0,Intel Core i7,2400.0,17.3,LCD,0.0,10878.0,1920.0,1080.0
1986,Dell,1.53,Windows,16.0,Intel Core i7,2600.0,14.0,LED,0.0,7440.0,1920.0,1080.0
1987,Lenovo,1.47,Windows,24.0,Intel Core i7,1800.0,14.0,IPS,0.0,7429.0,1920.0,1080.0
1988,HP,1.32,Windows,16.0,Intel Core i5,2400.0,14.0,IPS,0.0,5789.0,1920.0,1080.0
1989,HP,1.65,Windows,32.0,AMD Ryzen 7,3200.0,16.1,IPS,0.0,7179.0,1920.0,1080.0
1990,Asus,1.5,Windows,8.0,Intel Core i5,2400.0,14.0,LCD,0.0,3419.0,1920.0,1080.0
1991,HP,1.6,Windows,8.0,Intel Core i5,1000.0,14.0,IPS,0.0,2950.0,1920.0,1080.0
1992,Lenovo,1.47,Windows,16.0,Intel Core i7,1800.0,14.0,IPS,0.0,6299.0,1920.0,1080.0
1993,Lenovo,2.07,Windows,16.0,Intel Core i7,2300.0,15.6,IPS,0.0,6990.0,1920.0,1080.0
1994,Dell,1.89,Windows,32.0,Intel Core i7,2700.0,15.6,LCD,0.0,7950.0,1920.0,1080.0
1995,Asus,1.61,Windows,16.0,Intel Core i5,2400.0,14.0,LCD,1.0,4408.0,1920.0,1080.0
1997,Lenovo,1.38,Windows,8.0,Intel Core i5,2400.0,14.0,IPS,0.0,2882.0,2880.0,1800.0
1998,Dell,3.12,Windows,16.0,Intel Core i7,2700.0,17.3,LCD,0.0,10899.0,1920.0,1080.0
1999,Lenovo,1.9,Windows,8.0,Intel Core i7,2800.0,15.6,IPS,0.0,3501.0,1920.0,1080.0
2000,HP,1.32,Windows,32.0,Intel Core i7,2800.0,14.0,LCD,0.0,7389.0,1920.0,1080.0
2002,Asus,1.6,Windows,8.0,Intel Core i5,2400.0,14.0,LCD,0.0,2750.0,1920.0,1080.0
2003,Dell,1.25,Windows,8.0,Intel Core i7,2800.0,14.5,LCD,0.0,5099.0,2560.0,1600.0
2004,Dell,1.22,Windows,32.0,Intel Core i7,3000.0,13.3,LCD,0.0,7490.0,1920.0,1080.0
2005,Dell,1.22,Windows,16.0,Intel Core i5,2600.0,14.0,LCD,0.0,5830.0,1920.0,1080.0
2006,Lenovo,1.55,Windows,16.0,Intel Core i7,1800.0,14.0,IPS,0.0,7790.0,1920.0,1080.0
2007,Lenovo,1.75,Windows,16.0,Intel Core i7,1800.0,15.6,IPS,0.0,7690.0,1920.0,1080.0
2008,Dell,1.36,Windows,16.0,Intel Core i7,2400.0,14.0,LCD,0.0,5479.0,1920.0,1080.0
2009,Asus,2.2,Windows,16.0,Intel Core i7,3500.0,15.6,LCD,0.0,5888.0,1920.0,1080.0
2010,Lenovo,0.59,Windows,4.0,Intel Celeron,1100.0,10.3,IPS,1.0,1448.0,1920.0,1200.0
2011,Dell,3.12,Windows,16.0,Intel Core i9,2400.0,17.3,LCD,0.0,11750.0,1920.0,1080.0
2012,Lenovo,0.93,Windows,16.0,Intel Core i7,2100.0,13.0,IPS,0.0,9799.0,2160.0,1350.0
2013,Lenovo,1.53,Windows,16.0,Intel Core i7,2800.0,14.0,IPS,1.0,7890.0,1920.0,1080.0
2014,Lenovo,1.29,Windows,16.0,Intel Core i7,1800.0,13.3,IPS,0.0,7790.0,1920.0,1080.0
2015,HP,1.38,Windows,8.0,Intel Core i7,2800.0,14.0,LCD,0.0,3839.0,1920.0,1080.0
2016,Lenovo,1.64,Windows,16.0,Intel Core i5,2400.0,14.0,IPS,0.0,3490.0,1920.0,1080.0
2017,Asus,2.7,Windows,32.0,AMD Ryzen 7,3200.0,17.3,IPS,0.0,12441.0,1920.0,1080.0
2018,Lenovo,1.75,Windows,40.0,Intel Core i7,1800.0,15.6,IPS,0.0,7699.0,1920.0,1080.0
2019,Asus,2.6,Windows,32.0,Intel Core i7,3500.0,17.3,LCD,0.0,7376.0,1920.0,1080.0
2020,Dell,2.05,Windows,32.0,Intel Core i9,2400.0,15.6,LCD,1.0,12955.0,3840.0,2400.0
2021,Dell,2.45,Windows,16.0,Intel Core i7,2600.0,17.3,LED,0.0,11077.0,1920.0,1080.0
2022,Asus,1.65,Windows,16.0,Intel Core i5,3300.0,16.0,LED,0.0,3363.0,1920.0,1200.0
2024,Dell,1.84,Windows,16.0,Intel Core i7,2600.0,15.6,LCD,0.0,9990.0,1920.0,1200.0
2025,Lenovo,1.5,Windows,8.0,Intel Core i5,2400.0,14.0,IPS,1.0,3189.0,1920.0,1080.0
2026,Lenovo,2.39,Windows,32.0,Intel Core i7,2300.0,15.6,LCD,0.0,7990.0,1920.0,1080.0
2027,Asus,1.07,Windows,4.0,Intel Celeron,1100.0,11.6,LCD,0.0,1250.0,1366.0,768.0
2028,Dell,3.08,Windows,16.0,Intel Core i7,2600.0,17.3,IPS,0.0,10199.0,1920.0,1080.0
2030,Lenovo,1.7,Windows,16.0,Intel Core i7,2800.0,15.6,IPS,0.0,3747.0,1920.0,1080.0
2031,HP,1.46,Windows,16.0,Intel Core i5,3300.0,14.0,LCD,0.0,3456.0,1920.0,1080.0
2032,Dell,1.59,Windows,16.0,Intel Core i7,3500.0,15.6,LCD,0.0,5563.0,1920.0,1080.0
2033,Lenovo,1.75,Windows,40.0,Intel Core i7,1800.0,15.6,IPS,0.0,7699.0,1920.0,1080.0
2034,HP,1.46,Windows,8.0,Intel Core i3,3300.0,14.0,IPS,0.0,2832.0,1920.0,1080.0
2035,Dell,1.78,Windows,8.0,Intel Core i5,2400.0,15.6,LCD,0.0,3245.0,1920.0,1080.0
2036,Dell,1.54,Windows,16.0,Intel Core i7,3500.0,14.0,LCD,0.0,4571.0,1920.0,1200.0
2038,Lenovo,1.09,Windows,16.0,Intel Core i7,1800.0,14.0,IPS,0.0,9390.0,3840.0,2160.0
2039,Asus,1.61,Windows,16.0,Intel Core i5,2400.0,14.0,LCD,1.0,4795.0,1920.0,1080.0
2040,Lenovo,2.5,Windows,16.0,Intel Core i7,2600.0,15.6,IPS,0.0,8339.0,1920.0,1080.0
2041,Dell,1.73,Windows,16.0,Intel Core i7,2800.0,15.6,LED,0.0,3600.0,1920.0,1080.0
2042,HP,1.46,Windows,16.0,Intel Core i7,3500.0,14.0,IPS,0.0,3790.0,1920.0,1080.0
2044,Asus,1.8,Windows,8.0,Intel Core i7,2800.0,15.6,LED,0.0,2690.0,1920.0,1080.0
2045,Lenovo,1.8,Windows,32.0,Intel Core i7,2600.0,15.6,IPS,0.0,11879.0,3840.0,2160.0
2046,Lenovo,1.46,Windows,32.0,Intel Core i7,2800.0,14.0,IPS,0.0,7500.0,3840.0,2160.0
2047,HP,1.21,Windows,16.0,Intel Core i7,2800.0,13.3,LCD,1.0,7927.0,1920.0,1080.0
2048,Gigabyte,1.2,Windows,32.0,Intel Core i7,2200.0,15.6,IPS,0.0,7468.0,1920.0,1080.0
2049,Asus,2.3,Windows,16.0,Intel Core i7,2300.0,15.6,LED,0.0,4690.0,1920.0,1080.0
